CONTENT,STAR
"Mới nhận em nó về xài 4 hôm.pin tụt nhanh. Cảm ứng mượt. Vân tay rất ổn. Mỗi tội không ưng về pin",1
"Pin 4000 nhưng tụt quá nhanh, không sử dụng mà sau 3 tiếng tụt hết 20% pin, sạc thì nhanh thật nhưng tụt pin cũng nhanh k kém. K biết có đổi máy được k",3
"Cho em hỏi: Em đang sử dụng Oppo reno 2F thời gian đầu có sạc nhanh.. nhưng sau khoảng 1 tháng em không thấy điện thoại được sạc nhanh nửa.. em không biết là do cục sạc bị hư hay do tính năng sạc nhanh chỉ sử dụng được 1 khoảng thời gian thôi ạ
",3
"Mình mua máy về xài thử đúng 1h là đem dẹp ngay, hôm sau trả máy lại.
1. Cầm máy cảm thấy khá nặng và rườm rà
2. La bàn không chính xác
3. Android gì mà sửa lại gần hết, mình phải xóa nhầm mấy tin nhắn vì trên các dòng máy khác ở vị trí đó là nút reply.",1
"Cảm nhận sau 3ngày sử dụng 2 ngày đầu thấy pin rất êm trâu tới ngày thứ 3 pin tụt khủng khiếp k dùng cũng tụt k hiểu ln dùng đã tắt hết ứng dụng chạy ngầm rồi mọi thứ còn lại k chê vào đâu được ",2
"Mình có mua dt này chưa dc một tháng mà chụp ảnh rất mờ cái này 4 mắt mà chụp ko bằng cái một mắt cũ 


",1
"Máy không bật mạng để không củng tốn bin nhanh quá cho hàng này 2 sao.có cách nào khắc phục tình trạng này không.tốn còn hơn mở mạng luôn mà",2
"Máy khi gọi Zalo thì không thể lướt FB và vô mess dk. Còn lại đều được. Không pk máy bị gì. Hay bị lổi ứng dụng. Và nóng máy. Không pk máy v có bị hư không ạ
",3
"Ram là bộ nhớ đệm của máy n không quyết định nhanh hay chậm.của 1 cái máy . Nhà sản xuất thổi phồng con số lên ng mua hàng nhìn vào nó và cứ đâm đầu đi mua. Bây giờ con s10+ ram 8g SsD 128GB  mà 23tr vs con 9tr thì mua  con 9tr mà dùng mua j con 23tr. Mà oppo này camera 48MPX  s10+ có 12MPX  mua làm j s10+ mua reno mà dùng à ??? 
Theo ae  tất cả thông số  con reno 9tr đều hơn con 23tr thì nên mua con nào ạ ???
Hãy là người mua hàng thông thái đừng nhìn vào con số đi các thượng đế ",1
"Đắt so với chất lượng, tầm 5tr thì hợp lý. Đang rất tức và muốn đổi dòng khác! Mọi người cân nhắc khi mua sản phẩm này",1
"Không như mong đợi, pin tuột quá nhanh,từ 10h tối đến sáng tuột 30%  pin,trong khi k xài gì hết.",2
"Pin tuột nhanh quá...chán..mua đc 2 ngày đổi đc ko..ko dùng vẫn tuột bình thường",3
"Mua đc 1 tuần mà thất vọng quá sạc đầy 100% pin ko xài để 4h mở lên mất hơn 20%... 
Xài mau tuột pin nữa....
",1
"quả sạc thật ko thể ưa nổi.
sạc nhah dùg thích mà mua 2 cái
một cái dùng 20 ngày hỏng
một cái 17 ngày hỏng
hạn sử dụng sạc quá ngắn ",1
"Sản phẩm quá chán hối hận quá khi mua con này pin tuột nhanh mặc dù ko dùng tới nhiều. Dùng hay đơ đơ chụp hình ko đẹp lắm so giá tiền. Dù không dùng gì để 10h tối tới giờ đã sạch pin. Ra tgdd thì nói do hệ thống pin cái nào cũng bị tuột nản. Giờ không biết ra đổi qua sản phẩm khác được không",2
"Xạc đầy 100% pin không xài mà vẫn tụt pin là sao tat hết ứng dụng và 4g rồi tụt gần 20% pin",1
"Mình dùng gần được một tuần thì sau đây là đánh giá của mình về hiệu năng và pin
Mình không chơi các game quá nặng nên máy phục vụ rất tốt (máy dùng chip khá hẻo nên game gủng nặng chắc sẽ lắc á). Còn lại các tác vụ khác ổn.
Nhưng đôi khi máy load khá lâu khi refresh lại trang, vào app (mình không rành nên không biết do máy hay phần mềm)
Về phần pin thì với nhu cầu của mình thì dùng được đến hai ngày, để qua đêm chỉ mất có 1~3% pin, mọi người thử tùy chỉnh máy xem sao, mình tùy chỉnh khá nhiều.
Vân tay, face id thì trung bình. Sạc nhanh ",3
"Mua r mới thấy hối hận vì pin quá tệ . K xài mà vẫn tuột pin . lên cữa hàng thì nhân viên nói là pin k có vấn đề cứ khăn khăn cho rằng ứng dụng chạy ngầm . Cái oppo reno2f này nó hút pin còn gê hơn iphone 6s plus đã sữ dụng qua 2 năm .mong là hệ thống khác phục .",1
"Khuyên các bạn đừng mua máy này. Có mua thì nên mua f11 pro. Máy dùng hao pin kinh khủng . Pin tụt như nước vậy. Ai có ý định mua thì dung lại. Nên mua f11 pro. Vì pin dùng rất tốt. Còn máy dòng reno f này quá dở. Về mọi mặt thua Oppo f11 pro",1
"Pin rất tệ luôn, không xài gì, kiểm tra k có ứng dụng ngầm. Tới chiều còn có 20%. Uổng phí khi mua. Nhân viên tư vấn nói xài lâu lắm, nên xem lại cách tư vấn cho ng mua hàng  đừng nói dối để bán được hàng mà j nghỉ đến quyền lợi ng tiêu dùng",1
"Máy tuột pin siu nhanh.  Đã đổi đến cái thứ 2 vẫn như  v.. Bạn nao cho minh ý kiến  nên đoi cái nao xài ok hơn ",1
"Tốt nhất đừng mua. Giá 9 triệu mà sài như gì. Camera sau thì ảo tung chảo. Xem Youtube thì kiểu như màn hình to quá hình ảnh mờ nhoè kiểu như bị nhiễu hột xấu quá lun. Mua đt 3 4tr coi còn sắt nét rõ hơn. Sài lầm. Mún đổi thì lại lỗ 1tr8",1
"Quá tệ, pin tụt nhanh, chụp ảnh không nét, vân tay không nhạy, máy lag. Hối hận khi mua",1
"Đổi nokia 7.2 vì lỗi phần cứng lấy con này. Xài được 2 ngày cảm nhận: pin tụt quá nhanh, chơi game hay bị lagg, chức năng camera và cảm biến samsung chụp thua xa oppo f11 cảm biến sony vợ mình đang dùng, máy hơi nặng tay. 
Ai chơi game chup hình tốt nên xài samsung a70 cùng tầm giá thì ok.",2
"Số chấm của máy ảnh như ảo. Ảnh chụp độ phân giải thấp nhìn giả. Vân tay lúc đc lúc k. Tào lao hết sức. Ms mua về đã k thích. Mất toi 9tr bạc",1
"2 ngày nhận xét thế này. Cam bình thường,pin 3750 hơi yếu. Thiết kế đẹp 8t9 thấy giá hơi cao giảm tầm 7t9 xúc là vừa ",3
"Mới mua xong.cam nhận la máy mượt song tốt.rất hài lòng vi dịch vụ của đien máy xanh cái đôi vàm phu tân cà mau",3
"Nhanh hết pin quá. Pin lẽ ra phải 4000 trở lên mới ngon. Pin 3.650 là quá thấp. Máy chạy quá nóng, chắc dùng pin Lipo nên nóng quá.
Chỉ cái pin yếu và máy nóng là 2 nhược điểm thôi. Ngoài ra mọi thứ OK.",3
"Pin để qua đêm tụt 5%  đã tắt hết ứng dụng nền và mạng như vây máy có bị sao ko anh em có ai giống tôi ko ",3
"Máy cấu hình tốt mọi thứ hoàn hảo nhưng chơi game máy rất nóng mới mua ngày hôm trước 
8 triệu 990k qua hôm sau giảm hẳn 1 triệu :)",1
"Đang sài con A51 thật sự rất tệ. Màn hình thì mờ không đc sắc nét cho lắm. Ram 8G mà chơi game k mượt tý nào. Mình mua được một tháng không biết đổi cái khác được không",3
"Sản phẩm quá tệ. Dùng 2 tuần mà cảm thấy ức chế muốn đập cái  a 51 này.  Thua cả con j7 2016 củ . ",1
"Đang sài samsung c9pro nghe dt mới ra chay ra đổi ai ngờ quá thất vọng luôn , sài nhiều dòng samsung rồi nghe nhân viên quảng cáo ngon mua 2 cái 1 lúc luôn, không lẻ bỏ luôn",1
"Cảm biến vân tây quá tệ.  Chơi game hay bị giật , ram 8g mà chơi game ko mượt bằng chiếc oppo f5 youth ram 3g  . ",1
"Máy Samsung A51 rất tệ....cảm biến vân tay lúc dc lúc ko...wifi thì chập chờn....chip và ram 8 gb mà xử lý thua ram 4g...lướt ứng dụng face, zalo, .... Là máy ì ạch liền...mới mua được 2 ngày....máy bị đơ đơ...bùn.😞",1
"Cập nhật lần 2 rồi mà cột sóng vẫn chỉ báo đc 1 vạch nhiều lúc k có vạch nào mặc dù xung quanh có rất nhiều cột sóng. Tóm lại cứ nhìn đến hai cột sóng cảm giác như đang ở sa mạc hay trong rừng rậm và đang ở ngoài biển đảo ấy. Hãng lớn mà cho ra sản phẩm như lllllllllllllllll.",1
"Nản samsung càng ngày càng tệ quảng cáo thực ngon llắm sài mún đập .............",1
"Tính mua máy này nghe đánh giá là hết dám mua, phải xem và lưa chọn dòng máy khác  ",3
"Tui chưa thấy cái máy nào cùi như máy này. 7-8 triệu bạc chứ có ít đâu. Giật lắc tung chảo. Thua xa mấy con china
Sam làm ăn kiểu này mất lòng tin quá
Tui là fan samsung trước giờ, chỉ sài dong S và Note 4-5 máy rồi thấy ok.
Vừa rồi dẫn thằng em mua A51. Thật sự quá thất vọng",1
"Mới mua dùng ngày đầu tiên mà quá nãn. Để qua đêm tụt 5% pin, samsung gì mà kém quá",1
"Máy pin trâu, nhạc to rõ, sạc pin nhanh. Tuy nhiên chụp ảnh nhiều hạt làm ảnh chưa nét lắm. Game thì giật đơ và tự thoát khỏi trò chơi nhất là liên quân. Cuoc gọi đến hiện số chậm khoảng 10s gây khó khăn cho việc trả lời cuộc goi.de nghị hãng sớm cải thiện. Mình chia tay con này sớm bớt đau khổ mọi người ơi. ",2
"samsung galaxy a51 sài thua cái nokia 12012 ngtak sai nữa máy cái gì mà chơi lag như cc máy này về tới nước đạp chứ làm cái j hãng samsung máy thì thua ngtak tak giá thì trên trời về cho gia đình nó sài chứ ai sài\
",1
"Phải nói là cực kì thất vọng về a51. Lúc trước xài a50 cũng gần 1 năm mà máy chạy bao tốt chơi game ít khi lag hay giật. Vậy mà a51 mới mua 9 ngày xài fb hay mess cũng bị đơ bị lag, còn chơi game thì khỏi nói, giật lag k chơi được luôn. Quá thất vọng. Chắc phải đổi lại máy khác để xài quá",1
"Chip con này yếu quá chơi liên quân mà giật dễ sợ. Mới mua đc 3 ngày mà giờ muốn đổi qua máy khác luôn",1
"Tất ca ok nhung mau nóng máy tầm 2 phút máy nóng hỏi va tự mất pin k sai 4 tiéng mất 10% pin",2
"Phải  nói là đt tệ nhất trong phân khúc tầm tung . chíp sử lí yếu chạy đơn giản lướt fb zalo youtube zing mp3 nghe nhạc thôi chạy còn đơ chậm,chơi game pubg cảm giác náy chạy chậm nặng nề kiểu phải cố gồng lên vậy chỉ 5 phút máy nóng chơi ko được. Camara chụp cực tệ chụp chậm, khó lấy nét,chụp hình hay đẩy sáng ao sáng ko lấy được dõ chủ thể hình ảnh...pin cực cùi bắp sạc đầy 100% chỉ nghe nhạc zing mp3 từ 6h sáng tới 10h trưa...từ 10h trưa mới lướt fb tới 12h45 tụt còn 29% pin cực tệ",1
"Máy lâu lâu bị rung bất chợt.Có phải do phần cứng không vậy?.... . Pin tạm ổn . ......",2
"Máy chậm tả k được luôn mua được 3 ngày. Giờ mà tải galaxy thems nó quay 360 độ thể thao",1
"Máy mới mua dc 5 ngay.Sao pin hao nhanh ju z k bit fai lôi k",3
"Sài dc 3 ngày ok trog tầm giá...ok hết ....mua ze rôi mới phát hiện dc mag hình bị trai 1 duog lớn....haiz  tin tưởg wá nhìu oi thế gioi di độg thi chịu...",3
"Mọi thứ ok . Riêng camera thấy ảo vãi. ....,......,.......,.......................",3
"Cam ko sắc nét, vuốt cạnh ko nhạy lắm, chơi game khá ok, đôi khi bị lag nhẹ. Quá thất vọng về camera ",3
"Hài lòng với thời gian giao hàng và máy, cảm thấy không thoải mái khi không đc giao máy tại nhà như thỏa thuận (nv gọi ra cửa hàng nhận máy, và máy đã mang ra khỏi hộp và đã khởi động) nhân viên giao hàng thì bắt chờ đợi để gọi điện hỏi đã thanh toán chưa (trong khi đã hoàn thành thanh toán đơn hàng từ khi đặt mua, chỉ thanh toán 50k tiền vận chuyển)",3
"Thiết kế hình thức đẹp, mỏng nhẹ dễ cầm tay, loa to nghe nhạc hay. Nhưng nhanh tụt pin và nóng máy. Mình mua máy chưa được 1 tuần mà nay bị đơ màn hình dù chỉ tải game Tom Hero cho cháu chơi, phải giữ nút nguồn và âm lượng mới khởi động lại được. Vào shopee cũng bị đơ luôn, còn không mượt như con J5 Prime đã dùng từ 2017. Nói chung thấy mọi người nửa khen nửa chê nhưng thấy đẹp nên mua thì chịu thôi, không biết có được bền như J5 Prime không:((. À, còn không đăng nhập được vào tài khoản facebook khác dù đã xác nhận qua email và sms, mình đã gửi yêu cầu hỗ trợ cho thegioididong từ ngày 18/05 nhưng chưa nhận được trợ giúp.",3
"Máy bị treo về màn hình Samsung thường xuyên, phải giữ nút nguồn và âm lượng trong thời gian dài mới khởi động lại được máy.
Hay bị giật, đơ và tự thoát ứng dụng.",2
"Cùng là ss a51 nhưng camera của máy màu đen thì đẹp,  ok còn máy màu trắng thì ko bắt sáng,  chụp ảnh lúc nào da cũng bị ngả vàng ",3
"Cảm nhận chơi game fifa mobile rất lag.không thể chơi được. Hiệu năng xử lý thì chạm so với i7",3
"Máy mới mà hao pin kinh khủng. Camera thì cứ bị báo lỗi. Đem xg tgdđ sửa xong về vẫn lỗi😑 Đt chỉ lướt face chứ k chơi game mà vẫn bị đơ. Lâu lâu thì tự cúp nguồn. Nói chung ai muốn mua con này nên câm nhắc lại ",1
"Xài được 5 tháng và vào đánh giá lại lần 2 vẫn k khen được con a51 này. Mqys hiệu năng quá kém do dùng chip exynos. Lâu lâu giựt, dơ, khởi động lại ... camera chụp làm đẹp quá mức mặc dù tắt chế độ làm đẹp nhưng hình vẫn mất chi tiết, máy tự đông nâng độ sắc nét của hình ảnh làm tấm hình cứng ngắc. Nói chung chỉ đáng giá 4 triệu chứ bỏ ra 8tr chỉ để lướt fb, xem youtube thì quá đắt",1
"Sản phẩm dùng ok lắm, chụp ảnh đẹp, hài lòng về sản phẩm, đối với mọi người sử dụng bình thường thì ok luôn còn ai hay chơi game nặng thì nên mua con có cấu hình mạnh hơn ",1
"Màn hình yếu, dễ nứt dù va chạm nhẹ. Pin xài ổn, chụp hình tạm. Cấu hình mượt, vân tay không nhạy",3
"Máy mua được 3th dùng cũng ok, nhưng có lúc cũng lag, pin thù dùng tạm, sạc qua đêm tầm 6.7h máy thấy hơi ấm, củ sạc cũng như vậy...vậy có giảm chất lượng máy không?",3
"Đã mua hôm qua 24/04/2020. Trải nghiệm ko vừa ý. Pin tụt  quá nhanh. Màn hình khi chơi game giật trong khi máy cũ J7 prime lại mượt. Mình muốn đổi máy khác hoặc là đổi sang A71 dc ko vậy. Mong dc rep sớm.",2
"Tui mua bên tgdd và đag sài ss a51 theo cảm nhận của tui màng hình ,camerra tốt phù hợp cho học sinh ,sv.những ng sử dụng ứng dụng nhẹ ,nhược điểm thì mau tụt pin,nhìu chức năng còn hạn chế,chiến game còn yếu thỉnh thoảng đơ ,sóng ănten ko đc mạnh,giá thì hơi cao so vs chất lượng đáng 6tr đổ xuống ",2
"Máy trải nghiệm thua a5 2017 nữa
Chậm, đơ . Mua về xài tác vụ bình thường thì được.  Mà bỏ ra gần 8 triệu để xài tác vụ nhẹ thì thấy không ổn rồi .",1
"Máy lỗi liên tục, tự động treo máy, xập nguồn. nói chung dở tệ đã ra thế giới di động sửa mới mua chưa được 3 tháng, nói chung quá tệ",1
"Máy bắt wifi, 4G quá kém, thường xuyên bị rớt mạng. Camera 64mb nhưng chụp hình nhòe, chất lượng k rõ nét khi zoom out, chỉ chụp gần, chụp xa thì k thấy gì luôn. Nói chung mất mớ tiền lãng phí. Giảm nửa giá bán tầm 4tr thì hợp lí",2
"May tôi mua được 4 tháng tình trạng máy chạy rất chậm. Kết nối 3g cực kì chậm . Mong bên bạn hướng dẫn cách khắc phục.",1
"Cảm ứng vân tay rất kém, đăng nhập bằng vân tay rất khó khăn, kết nối blutooth không được, không nên mua",1
"Có ai bị lỗ không nge loa ngoài được không máy sài chưa được 2 tháng ko rơi rớt hay va chạm ì",1
"sản phẩm quá tệ với túi tiền, chụp hình ko đẹp, máy thì chậm, nóng máy, đúng uổng tiền, con này tầm 5trieu con xứng",2
"Quá tệ.  Mình mua máy đc hơn 2 tháng.  Sạc k vào.  Mang đi BH thì kêu là ẩm mốc chân sạc k bh và fai thay mất 800.  Trong khi máy mình k hề dính nước, cũng chả vứt đâu lung tung để ẩm mốc cả.  H k thay cũng k đc.  Đành chịu.  ",1
"Tiếc tiền quá. Máy hay bị đơ, chụp hình thì hỡi ôi luôn, cứ tái tái kiểu sao đó, hình ảnh k trung thực. Đọc báo có hình minh họa là chạy k lên hình luôn.",3
"Tôi mua được 2 tháng .bây giờ dùng bị đơ máy.thao tác phải thật chậm mới dc .có cách giải quyết k QTV",1
"Vì tình yêu samsung nên mới mua con này, nhưng khi sử dụng thì có vẻ hơi thất vọng so với những gì máy mang lại. Một lời khuyên chân thành đừng nên mua em này, tiếc tiền lắm. Đã đổi con máy thứ 2 nhưng vẫn gặp lỗi khởi động lại, pin cũng tạm được. ",2
"mua máy đc giảm 200k , 2 tuần sau giảm 1tr400k, thất vọng ....máy dùng giật, pin kém, vân tay dùng đc mấy ngày đầu nhạy thôi khoảng 1 tuần sau thì đơ ấn mãi mới đc, thua con J7 prime mình dùng 2 năm ...Mọi người mua thì nên cân nhắc nhá",1
"Mua dùng được 1 tháng, chơi game ping liên tục nghĩ mà chán. Khuyên ae nào chơi game đừng mua con này ức chế lắm.",1
"Sản phẩm ko đc tốt ,sóng yếu ,chơi liên quân trên 4g ,wifi nào mà cũnh giật last hết ,hụt pin nhanh ,lâu lâu bị đơ,đa nhiệm ko tốt ,ko nên mua ",2
"Sản phẩm rất tệ. Ban đầu đọc đánh giá của mọi người hơi hoang mang nhưng vẫn mua để trải nghiệm. Bây giờ mới thấy cực kì hối hận. Xài được 3 ngày thực sự muốn điên luôn. Pin 4000mah nhưng xài còn chẳng được nửa ngày. Vân tay được ngày đầu qua mấy ngày sau ko nhận dạng được. Phải dùng mật mã thường. Khe sim thì tự động tháo sim. Lắp sim lại 2 3 lần mới dùng được. Trong khi sim lắp qua con j7 prime vẫn xài ngon ơ. Phím cảm ứng thì không mượt, ko nhạy. Camera chống rung tệ cực kì. Không còn gì để nói nữa. Quá tệ cho 1 con đt giá gốc gần 8tr!",1
"Máy dùng chán quá giật lag kinh khủng vừa mua về chơi 1 trận pubg thì bị out ra ,vân tay cũng không nhạy nữa 😡",3
"Máy chạy ko mượt. Vào 1 số trang web thì lag.Đôi lúc đang sử dụng tự khởi động lại. ",2
"Máy mới mua dc tháng mình đánh giá cá nhân như sau: 
1. Máy mới mua dc 1 tháng đã mất 1,4tr rồi
2. Máy chạy không dc mượt lắm, sáng ngày ra mất khoảng 5-7s để khởi chạy androi.
3. Cấu hình, giá tiền như vậy các bạn cân nhắc thật kỹ rồi hãn quyết định mua sản phẩm như vậy nhé.
Trên đấy là ý kiến cá nhân của mình.",1
"Điện thoại của mình bị đơ khi chụp ảnh hoặc gửi ảnh qua messenger. Máy bị đứng và buộc tắt ứng dụng",1
"Tôi thường bị đứng máy và không nhận được phản hồi từ ứng dụng messenger facebook sau mỗi lần chụp hình trong ứng dụng messenger.",3
"Máy xài đôi lúc bị nóng không rõ nguyên nhân. Thỉnh thoảng bị treo, đơ máy. Máy ảnh chụp full mà gửi sang máy khác nhìn không rõ không biết có bị lỗi gì không",3
"Em mới dùng tầm 1 ngày thì bị màn hình đen chỉ hiện dòng chữ sam sung sau tầm 10 phút thì máy tự khởi động lại . Sau đó thì bình thường. Tới hôm nay thì lại tiếp tục bị vậy trong khi máy còn rất nhiều pin ạ .",3
"Camera chụp ảnh khôg đẹp. Chụp xấu hơn máy ss a50 cũ nữa. 😭😭
Màu hơi bị nhòe màu sắc của màng hình cũng không đẹp cho lắm. Thua ss a50.. Haiiiiii. ",2
"Thật lòng thì mình đang sài samsung A5 2017 nhưng do bể tan nát nên đổi A51 và thấy thua xa con A5 cũ của mình, màng hình cứ bể bể màu xấu kinh khủng 🙄 chán huhu",3
"Thật sự quá thất vọng về a51. Mình khuyên mọi người k nên dùng. Mình dùng chưa đc 1 tháng mà đi bảo hành 2 lần, đổi máy mới thì tgdd k cho đổi dù là 1 đổi 1 trong vòng 1 tháng. Chắc giờ về sau mình k dùng hàng của sam sung với mua đồ trên tgdd nữa , quá thất vọng.",1
"Minh mới mua được mấy hôm nhưng thấy pin cũng nhanh hết quá ko biết kiểu gi,còn mọi thứ đều ổn ",2
"Như trở về thời tiền sử. Tôi đang xài S7 active, nghĩ là cũ mua cái mới a51, mới 3 tuần nay. Khe sim có vấn đề nhe, bàn phím lung tung do màn hình thật ko nhạy. Thêm cái hôm mua tgdd ko để ý nhân viên khui sẵn. Xài thua hàng xách tay hay hàng dựng. Tin tưởng thegioididong mà lại dính cây này quá cay. Quá bực bội. Né luôn đi các bác",3
"K đáng đồng tiền bỏ ra. Thực sự là quá tệ. máy lag đơ liên tục. Tgdd ra cái mua luôn. Quảng cáo thì quá hay mà dùng thì quá chán. Khuyên chân thành ai có ý định mua thì dừng lại
",1
"Em mua máy được 1 tháng và Trải nghiệm thấy máy không ổn máy hay bị treo và bị đơ",2
"Nói ram 6gb nhưng đa nhiệm cực kì tệ . Khoan bàn tới chơi game , chỉ mở file exel lên + chương trình nghe nhạc cùng lúc thôi là lag như điên . SS ra dt ngày càng nhiều nhưng chất lượng thì lại tỉ lệ nghịch !",2
"Trải nghiệm khá tệ. Ba ngày đầu sử dụng đã bị dừng tác vụ đến 3 lần. Định là có lỗi dừng đột ngột nữa là đem đi đổi luôn mà may là không bị. Pin ổn do mình không chơi game nhiều. Tốc độ khá chậm, hay giật lag. Load không nổi instagram story dạng video, với video có thời gian dài một chút thì bị mờ hết một nửa cái story, khỏi nói story nào ngắn thì mờ đến khỏi xem luôn :) lên facebook xem video và insta thì bị mất chữ ở hai cạnh bên màn hình. Không biết có ai chỉ mình làm sao để hết bị như vậy không chứ mình xem video mà ức chế quá. Nói chung là tốc độ chậm đã làm mọi trải nghiệm đều quá là gây ức chế khi dùng. Cho 2 sao vì tình yêu với samsung nhưng thực sự con này chán lắm luôn. Tiếc tiền thật sự.",2
"Máy dùng mượt nhưng pin hết quá nhanh, ko động vào máy 5p sụt pin 1 lần, cầm máy nhắn tin vài câu pin sụt theo phút. Nói chung rất tiếc khi đã mua",1
"Thực sự khá thất vọng về con điện thoại này, màn hình ám đỏ cam, khiến cho màn hình và ảnh chụp chói quá mức và không đúng với thực tế. Đôi khi hay bị đứng (mình chỉ lướt web đọc báo), cảm biến vân tay dưới màn hình không được nhạy cho lắm. Trải nghiệm thực tế khá thất vọng so với những gì được quảng cáo",1
"Mình mới mua hôm nay tại tgdd, chưa có trại nghiệm nhiều, những thấy có một điểm lạ là sau lưng dt có dấu của cổng kết nối cho khách trải nghiệm, mặc dù múa máy khui tự trọng hợp ra, ko biết có bị mua trúng máy đã từng trưng bày ko nữa, hiz!",3
"Con ss à 51 k đáng đồng tiền lên fb toàn bị lác. Game thì làng thưa còn huwei p30 lite đó sai.",1
"Mới mua cho bà xã hôm 14/2 về dùng dc 1 tuần máy tự đơ. Đến tgdd yêu cầu đổi máy khác nhưng phụ trách của hàng không đồng ý lý do là cập nhật phần mềm là dc. ",1
"Hao pin khủng khiếp. Sai lầm khi mua con này quá. Full pin xài dc có chưa đc nửa ngày, ko xem youtube mà ko đc 1 ngày 😱",2
"Pin nhanh hết kinh khủng, chế độ lọc sáng xanh lúc dc lúc k mặc dù đã đổi 1 máy.",1
"qua chậm ko đáng mua",1
"A51 thực sự rất tệ, nhanh hết pin, máy hay bị đơ cảm ứng... nói chung khá nhiều lỗi. Thật tiếc khi bỏ ra 8tr để mua máy này",1
"Máy chạy chậm .ko đc mượt.camera cũng ko đẹp lắm....phí tiền khi mua...mua đc 2 ngày ..nãn",3
"Chụp cũng ko đẹp nhìu..nhưng ok..loa lớn..mà màn hình ko nét ko đậm bằng con j6 củ..nói chung tạm ",3
"Điện thoại này không dành cho game thủ. Khuyên chân thành không nên mua để cày game. Cái nữa là chụp ban đêm khá tệ,ban ngày thì cũng khá đẹp, tầm trung samsung trước giờ vẫn vậy. 
Còn lại mọi khía cạnh khác đều ok",3
"thật sự rất thất vọng,hiệu năng của máy quá tệ bắt wifi thì kém dùng fb zalo còn bị lag,liên quân full setting còn bị văng nữa mặc dù ram6 máy,này được mỗi cam với cái màn .lúc vào tgdd lựa chọn của mình là một sản phẩm khác mình đã xem từ trước,nhưng nhân viên của tgdd nói là sản phẩm này sử dụng ổn hơn nhiều so với sản phẩm mình chọn mặc dù đắt hơn 2triệu so với sản phẩm mình định mua nhưng trải nghiệm về A51 của mình thực sự rất tệ(những ai chọn A51 để xem phim hoặc chụp hình thì đây  là sản phẩm khá tốt nhé) mình sẽ không bao giờ mua hàng ở tgdd nữa!",1
"Vào mạng vẫn chậm mặc dù ram 6gb nhưng kết nối vẫn yếu .nghe bluetooth thì giật liên tục bực ghê thật",1
"Chơi game liên quân bị lag kinh khủng, chả thích như vậy tý nào còn tác vụ thường ngày cũng ok",1
"Mình mới mua con này ngày mùng 7/2 pin 4000 mà hụt nhanh thế nếu ai mua máy chơi gema thì đừng mua nha ko chơi được đâu giật lắm còn kém xa 3s nhiều hối hận khi mua con nay quá ",2
"Mua máy sử dụng gần 1 tháng rồi, cảm nhận máy chạy chậm, bắt wf yếu, lên fb và youtobe chậm. Còn về camera thì ok",2
"Mình mới lấy máy hôm 30/1 nay là 10/2 cũng hơn mười ngày rồi,sau mười ngày trãi nhiệm thì mình thấy máy pin khá trâu,hiệu năng máy không được tốt lướt fb hay yotube cảm giác hơi bị giật còn camera thì cam sau chụp khá ổn có camera gốc rộng cam trước thì tạm được cũng không có gì nỗi trội lắm.đây là ý kiến cá nhân mình sau khi sử dụng hơn mười ngày",3
"Mua được hơn 1 tháng đc cái pin trâu, chụp ảnh ok, còn khởi động máy chậm, nghe qua blt thì bị ngắt quoẵng, sóng quá kém, bắt mạng di động và wifi quá yếu. ",2
"Camera trước chat video quá cận cảnh, chat trong phòng thiếu sáng là không thấy mặt luôn trong khi con nokia 7plus thì vẫn thấy. Cảm biến vân tay khắt khe, xíu mồ hôi cũng không nhận, bắt sóng wifi hơi yếu. Camere sau thì sắc nét. Nói chung con này thích hợp chụp hình hơn.",3
"Chán. Chơi game thì chả được gì hết.vô cái đơ máy văg ra.hút mạg thì yếu chả được j.so với tầm giá 8tr thì cao r đấy. Đư9jc cadi gái chứ máy như này chỉ để chụp hìh thôi",2
"Mua tgdđ đươc 15 ngày mọi tác vụ đêu ok , sóng tốt bin khoe , màn hình nét , tất cả đêu mượt , tôt kg có điêm trư , tôi cho a51 là 5sao",3
"Nhắn tin Zalo tầm 5' thì bắt đầu đơ , đang dùng tự nhiên màu bị nhòe toàn màn hình. Tầm lát nữa thì ttowr lại bình thường.  Máy mình chỉ mới mua 5 ngày :(( 
",3
"Mới mua đc tuần chơi liên quân ok 1tm trận 4% pin ko bt sài lâu thế nào giờ thì ổn, còn Cam sau ko chụp hình ko đc đẹp bằng xiaomi note 7 dù giá cao hơn gấp đôi",3
"Máy quá tệ.mới chat zalo mà đã Lag gần chết nói gì tới chơi game. Không đáng với số tiền 8 triệu. Máy này bán 4tr hợp lí hơn",1
"Máy khá mượt nhưng sau khi 1 tháng sử dụng thì cảm thấy hơn bị tụt pin,có khi đứng máy .",3
"Chán thật sự máy chậm lag xem video facebook khựng bắt wifi kém mua được bán luôn ",1
"Mình mới mua a51 nói chung có 1 số ưu nhược điểm như sau: Khởi động quá chậm, ko biết do dòng sam sung hay sao nữa, đang dùng j7+ vẫn vậy. nghe qua bluetooth hay bị ngắt quãng, ko bằng máy j7+ mà mình đang dùng...được mỗi chụp ảnh tạm ok...còn các phần khác chưa kịp so sánh nên chưa đánh giá đc
",2
"Loa ngoài lâu lâu bị rè không biết là do phần mềm hay phần cứng vậy, tắt màn hình mở lên lại hết..",3
