CONTENT,STAR
"Đổi máy cũ mua máy mới điện thoại em oppo f11 mua từ lúc hè đến giờ giá 7tr2 bây giờ em muốn mua điện thoại giá 10tr...em góp vô tầm bao nhiêu ạ điện thoại khong hư hỏng gì...mong shop trả lời giúp em...em bỏ mấy triệu nữa mới mua điện thoại 10tr ạ",5
"Nói chung máy đẹp với màn amoled, ổn trong tầm giá,hơi tiếc là thời lượng PIN k cao như quảng cáo ",4
"Máy dùng tốt . lấy máy hôm 10/5 . máy dùng đầm tay tuy hơi nặng nhưng ko bị khó chịu .",5
"Nói chung máy khá ổn so với tầm giá. Mình chỉ chơi game ít chụp hình đánh giá sơ cả 2 điều ổn. Kg nóng máy chơi game mượt mà.  Thích màn cong
Mn tranh thủ mua khi giảm giá. Ai đợi giảm xuống 6-7 tr thì chắc hơi khó rồi",4
"Máy mua vè xài cũng tạm được tại  này là phiên bản lite ý mà, con này giá 6.5_7.5 là hợp lí, vầy hơi mắc :((((",5
"Máy sài rất tốt, tuy nhiên khuyên ai đang android 9 thì giữ nguyên, đừng lên 10. Lên 10 thêm được 1 số tiện ích nhưng  dùng không thích như 9",5
"Mình mua máy được 6 tháng rùi, mọi thứ ok,tuyệt vời, từ khi phiên bản mới cập nhật thì cảm biến vân tay cảm nhạy hơn và màn hình mượt hơn 🤩",5
"Theo 3 tháng sự dụng .máy rất tốt sai rất sướng .chụp hình thì đẹp ok luôn .nhưng dạo này từ khi lên andoi 10  sạc pin mất gần 2 tiéng mới đầy .25w mà lúc mới chưa cập nhật thì sạc 1h là đầy rồi .",5
"Mình mua đc hơn 6 tháng rồi. Lúc đầu nhận diện khuôn mặt và vân tay còn chậm nhưng từ bản update mới nhất thì vấn đề này đã đc xử lý, nhận diện mặt và tay giờ ổn rồi. Còn lại xài êm, không vấn đề gì. Mấy người cứ kéo nhau đánh 1 2 sao không hiểu xài kiểu gì chứ mình thấy hoàn toàn ổn nhé.",5
"Máy ngon pin sử dụng ok.
Camera trước chụp ảnh đẹp.
Cam sau chup ảnh khá ok.
Cấu hình quá ok rồi. ",5
"Sp sài ok chỉ có vân tay phải canh mới mở dc . Với máy tải về cũng tốt. Pin thì ok. Youtobe đang coi chế độ màn rộng tự  dưng nhỏ lại.ai giúp mk vde nay voi",5
"Sản phẩm tốt .pin dùng ok lắm mình sử dung cả ngày 45%. Thái độ phục vu nhân viên tgdd rất nhiệt tình .vui vẻ",5
"Theo 1 tháng xài máy rất ok .mang hình to chơi game sướng .camera thì đều ok .tiết là mỗi buổi sáng vân. Tay chạm vào cứ ko ăn nhận diện lâu ko như con a7 2018 lúc đầu xài .còn về sóng wifi thì lâu lâu cứ bị dấu chấm than dù wifi ko bị j .... Về pin thì sạc đầy ước tính chỉ có 16giờ . nhưng xài vẫn rất lâu",4
"Máy tốt, chỉ tiếc là thiết kế bằng nhựa nên giá thành đắt hơn so với tầm giá, dù sao cũng khá hài lòng về sản phẩm.",4
"Mua mấy dc 2 tháng . Mấy sài ổn định. Hiện tại đang trong dịp nghĩ tết chơi game cũng nhiều. Máy nóng là chơi mạng cực kì ko ổn định liên tục load. Nhất là chơi PUBG. ",4
"Mới mua hôm qua xong. Nói chung màn hình to xem phim rất đã, pin dùng cả ngày mới phải sạc, vân tay ko nhạy mấy, blutood hơi chập chờn, chơi game thì ổn ở mức mặc định, nhân viên nhiệt tình chu đáo, 5 sao",5
"Mua hồi tháng 12 trúng dịp giảm 1tr quá ngon luôn, xài đến nay máy cũng ổn hiệu năng dư so với mục đích. Chỉ mỗi tội man o hơn dự kiến nên hơi bị cấn, sau khi update thì khi thiết lập vân tay dễ bị lỗi "ko thể thiết lập" ( hễ đến 43% là bị) mà giờ hết r... tgdđ ko phát hành bản up đó nên vẫn cho 5* ",5
"có đeo ốp lưng mà cũng bị trầy mặt sau, dt dễ trầy ghê nhỉ, nhìn thấy hơi khó chịu",5
"Máy mang hình to ok máy đẹp camera thì cũng dc .còn về vân tay ko dc nhanh như a7 2018 mình đang xài con lại thì ok .pin thì chưa bít ra sao ",4
"Tôi mới mua máy hom qua. Nghịch cả đêm    thấy máy rất ok. Không chê so với giá tiền đa mua 8tr290. Còn đc tặng một số qua khuyến mãi. Sao thấy mọi người cứ chê.  Pin trâu   🍊biến van tay rất nhay. Khi cài đặt nhớ quay ngon tay 360 độ. Nhận diện khuôn mặt rất nhanh.  Cho du khi trời tối   chỉ chê nhất 1 cái là camera trước   da mặt tôi đầy mụn va lổ. Ma sam sung chup camera trước láng mịn khong thấy gì.  Tôi thấy ảo quá. Không nhu iphon. Vi toi đang sai iphon moi chuyen qua ss.  Nhan xet moi thu ok. Cho 5sao. Nhan vien tu van nhiet tình   xinh gái   de thương   hi",5
"Mình mua gần 2thang máy sài không chỗ nào chê hết .nhân viên phục vụ tốt cám ơn dmx.",5
"Tôi đang sài và rất ok máy dùng không chê vào đâu dc còn m.n dùng ntn đó là tùy vào m.n",4
"Máy xài tốt.lâu hết pin. Máy nhạy.camera đẹp. Rất đáng mua để xài.giá ok........
",5
"Rất tuyệt vời.pin.camera.mạng.v.v..rất ok.có lẽ máy này sứng đáng vs giá.mua k hối hận chút nào",5
"Máy dùng được  2 tháng thì  thấy  Máy mượt  pin trâu  .vân tay hơi chậm  chút .vừa tầm giá .",5
"Dùng máy thấy ok lắm.pin trâu.sài 2 ngày mới sạc.vân tay rất nhạy.máy mượt nửa.nhân viên phục vụ rất nhiệt tình",5
"Máy sử dụng nhanh, mượt, pin khoẻ, thích nhất là camera góc rộng, camera chính chụp hình tốt",5
"Tôi mua đc hơn 4tháng... Mọi thứ sử dụng OK.chỉ có mở khóa Vân Tay chưa nhạy lắm(đã cập nhật phiên bản).Máy ko chơi game nên lên mạng chạy nhanh như Sin Béc.hid hí",5
"Mới mua gần 1 tháng sài khá ổn ạ. Pin sài đủ cả ngày và coi youtube rất đã :))))",5
"Pin sài 1 ngày ..ko chơi game ..chỉ face zalo mess ... came ok mà ...máy ok",5
"Điện thoại em mới mua khoảng 2 tuần sao bluetooth đi hơi xa là nó bị yếu ạ. Nó bị vấp",5
"Sau sử dụng 1 tháng thấy bực nhất là pin tụt nhanh mặc dù đã tắt hết các kết nối và đóng ứng dụng ",4
"Máy pin rất ok.màn hình đẹp camera tốt .sát 25w 1g20f.là dây pin.sử dụng 14g mới hết.nhân viên dmx phủ vụ tôt.",5
"Sao 3 tháng sử dụng mình có đánh giá như sao thiết kế chắc khá to phải cầm cả 2 tay mới thao tát được, về phần pin trên a70 là trâu bò 2 ",5
"Về lâu dài thì chưa biết  nhưng mới dùng thấy tất cả đều  rất ok pin  rất trâu ",5
"Máy thì sài ok 
Nhưng bị lỗi quảng cáo hơi bị nhiều 
Có nhiều người chê máy kém nhưng đó chỉ là suy nghĩ của mỗi người thôi",5
"Mới lấy máy về hôm nay có nhận xét như sau: game chơi chỉnh đồ họa max không lag giật nếu trung bình 30 hao10% pin ( liên quân, pubg) chụp hình thì tạm ổn, máy đẹp pin trâu. Còn nhân viên thì nhiệt tình, chu đáo, vui vẽ.",5
"Sp quá tốt không chê chỗ nào loa hơi nhỏ nhưng không vấn đề gì còn các chức năng khác quá tuyệt vời ",5
"Máy chạy tốt,màn hình mượt,các ứng dụng chạy nhanh,chụp hình đẹp,nói chung là mỉnh ưng con này,nhân viên TGDD nhiệt tình,cho 5 sao ",5
"Sản phẩm ok trong tầm giá.  Sạc 2h đầy pin, lướt web 5h, nghe gọi 1 ngày, chụp hình ổn. Màn hình lớn. Không khích cái camera trước giọt nước, nắp lưng xấu, đơn giản. Giá cao 9.2 T . Có nhiều đt lựa chọn trpng tầm giá và cấu hình cao hơn. Mình chon vì thương hiệu thôi. Tóm lại cho 4 sao , nếu  cải thiện  loại bỏ được camera giọt nước và lưng dệp tý thì ok. ",4
"Camera ko tốt so với số tiền cùng sản phẩm ,ảnh không thật so voi thực tế lắm .ko hài long",4
"Mua máy sài đc 2 tuần thấy ok lắm chỉ mõi cái mới về bị kẹt ứng dụng vô bấm ra ko đc sao khi cập nhật phần mềm đó mà chơi game lâu lâu cũng đứng máy ko biết sài lâu đứng hình ko,ko là nãn lun",4
"Sau cập nhật ngày 25/10 vân tay nhận diện khá là ok nhưng chơi game lag qua đặc biệt là game pubg",5
"Mới mua đc nửa tháng, thấy máy dùng ok. Chạy mượt, pin trâu và sạc nhanh. Chơi game chán ko hết pin",5
"Đã mua a70 từ tháng 8 và vừa cập nhật phần mềm vá lỗi 01/09 hôm qua. Nhận thấy vân tay đã được cải thiện rất tốt độ chính xác cao.
Pin bắt đầu giảm hiệu năng.
Mọi thứ nói chung tốt nhưng về camera vẫn chưa thực sự tốt.",4
"Dùng A70 từ 1/8/19 đến nay có vài đánh giá sau: pin sạc rất nhanh , dù IC sạc đang bị lỗi. Chỉ cắp sạc nhận 1 chiều và hay chập chờn. Pin khá ổn. Dùng 1 ngày thoải mái với 4G khoảng 12h, và wif 6h đến đêm. Thời gian onscreen khoảng 8h mới hết pin. Cảm ứng nhận diện vân tay nên để cả 3 dấu vân tay là ngón cái tay trái sẽ ổn và nhanh. Bản cập nhật mới nhất tháng 10/19 nhận diện vân tay nhanh hơn khoảng 30% . nói chung là nếu ai dùng chụp ảnh ban ngày, xem video, lướt web, Facebook thì A70 đáng lựa chọn. ",4
"Mình đã mua A70 từ cuối tháng 7, sau 3 tháng sử dụng, chỉ hơi ghét chút là vân tay không nhạy lắm, có lẽ mình để độ sáng màn hình trung bình nên việc nhận diện khó khăn. Tuy nhiên thích nhất là nhận diện khuôn mặt, mình quét hình mặt trơn, tuần đầu tiên thì chỉ nhận diện mặt đúng như hình, nhưng từ tuần sau đó thì mình đeo kính râm vẫn nhận diện được. Về pin thì cực ổn, lượng pin từ 100 đến 30% tụt châmj, từ 30% xuống 15% thì hơi nhanh, dưới 15% thì càng nhanh hơn. Máy dùng cả ngày vẫn bị nóng nhẹ, cảm ứng mượt, phần lưng cảm thấy hơi yếu, chắc do mình dùng điện thoại trước là lưng kính nên chưa quen. Camera lúc quay ngày thì nét, quay đêm thì khá ổn nhưng khuôn mặt không rõ nét như hình thể, nhưng mình không thích camera lồi, dễ bị trầy xước, dung lượng RAM+ROM lớn rất tiện lợi. Bắt sóng điện thoại thì tốt, nhưng sóng 3G/4G trong các tòa nhà lớn và kín thì hơi nhập nhèm.TTDĐ phục vụ và tư vấn rất tốt, nhiệt tình và chu đáo. Nếu TGDĐ có chế độ mua trả góp qua ví điện tử hoặc ebanking thì mình sẽ ưu tiên chính sách thanh toán này nếu có nhu cầu lần sau.",5
"Mới mua được 1 ngày mọi thứ điều thấy ok từ màn hình đến cam, chỉ 1 điểm yếu nhẹ là loa hơi nhỏ nhưng ko sao vẫn nghe được loa như iphone 5s ngày xưa nhỏ nhưng tiếng vang xa ",4
"Mới mua pin sài được 2 ngày nhưng rồi chưa được tháng thì ứng dụng chạy ngầm nhóc luôn.pin sài được ngày là hết pin. Cảm biến vân tay thì không ăn. Các bạn mua nên cẩn thận nha.còn kêu thì ok lắm. Màu thì sáng đẹp lắm.",4
"Máy quảng cáo thì 4500mAh nhưng sài về pin còn thua xa A8 star, mặc dù mua về chỉ để chơi game không dùng cho mục đích nghe gọi hay lướt wep tác vụ hàng ngày mà pin vẫn tụt nhanh, cảm ứng vân tay không nhạy có thể đây là do bản đầu tiên dùng cảm ứng vân tay trên màn hình nên chưa được tốt lắm, chứ A8 star mở vèo vèo chưa đến 1s. Nhận diện khuôn mặt lúc được lúc không hơi chán, toàn phải mở bằng mật khẩu",4
"Ok...  màn hình to. Xem phim ok.. sang chảnh . Sạc pin nhanh ok.. pin trâu.. nói chung là hài lòng.. nhân viên tgdd nhiệt tình.. tuyệt vời...@@",4
"Mới mua đc 1tuần. Rất hài lòng. Pin khá trâu. Cảm ứng nhạy. Có nhiều bạn đánh giá khá sai lệch về sp. Và đặc biệt ưng ý về đội ngũ nhân viên tgdd rất nhiệt tình",5
"Sau 1 tuần,   pin trâu, cảm ứng nhạy, nc mọi thứ như mong đợi. K giống như nhiều bạn phàn nàng, cũng góp ý này, pin tụt nhanh nhìu khi máy ban để ứng dung chạy ngầm quá nhiều, van tay k nhay do máy ban để độ sáng k đủ độ sáng..",5
"Dùng hơn 3 tháng, máy ngon, ổn định, pin khá trâu, chơi game không thấy giật lag nhiều, mặt lưng đẹp khi ở ngoài sáng, màn go xem phim thích cực, vân tay thì ổn không quá chậm như nhiều người nói. Mấy bạn chê thì sang hãng khác xài, chứ thấy giao diện ss khác khác biệt không giống nhau như các hãng khác. Nhân viên nhiệt tình sẽ ủng hộ tgdd dài",5
"Mua dùng dc 2 ngày, trừ cái vân tay lúc nhận lúc ko thì xài rất ổn, chơi game nặng mượt, pin cũng trâu, xài hỗn hợp vừa game vừa dùng các tác vụ hàng ngày thì dc tận 8 tiếng, nhân viên tư vấn cũng nhiệt tình. ",4
"Ngoại trừ vân tay quá tệ thì cái j cũng ok . Mình có choi game nhưng game nhẹ nên chưa thấy lỗi lầm j ..nv tgdd tư vấn nhiệt tình ..chu đáo ",4
"Mình dùng gần tháng , máy xài ngon, mình ít chơi game .
Nv tư vấn nhiệt tình chu đáo.",5
"Máy bắt sóng Wifi quá yếu mọi cái đều tạm ổn đáh game có lúc hơi lắc máy chụp ảh cũg tốt pin đủ dùng vs màn hình 6.7 in",4
"Dùng đc 3 tháng.nc là rất ok trên mức mong đợi 
Còn mik cũng thấy lắm bạn chê này nọ.đem ra ss với hãng khác.nếu các bạn muốn máy tốt thì mua loại 20tr trở lên nhé.chắc chắn sẽ tốt ",5
"Sau 2 tuần sử dụng, cảm thấy máy ổn (có thể giá hơi cao xíu nhưng cũng đáng) pin ổn có thể sử dụng trong ngày không cần sạc. Sạc nhanh quá ok, từ 1% pin sạc đến đầy chỉ khoảng 1h40p. Máy ảnh chụp thiếu sáng tốt, hình ảnh thật hơn mấy dòng oppo, chụp ảnh xóa phông khi đủ sáng khá đẹp. Vân tay hơi chậm, nhận diện khuôn mặt nhanh hơn, nhưng giờ quen rồi nên thích dùng vân tay. Mình không chơi game nhiều nên không quan tâm lắm đến hiệu năng khi chơi game. Các bạn nếu thấy thích thì nên mua đừng nghe vài ba cái review nhảm trên mạng, theo mình máy này dùng ngon mẫu mã cũng đẹp, đáng mua.",4
"Thiết kế đẹp chíp ổn hiệu năng tốt còn pin 4000mAh thì quá ổn sử dụng dk 2 ngày còn camera chụp hình cũng đẹp",5
"Máy đẹp, chay tốt.Có người nói ko tốt ve máy, đối vs minh như vay la quá ok rồi ",5
"Mua dc 2 tuần mấy ok ..thời gian cho lâu 12 tiếng mất có 3% ..còn chơi liên quan thì ok...các bắc chơi hk ơn thì kiểm tra mang coi chừng đông người sai qua thì trời...chú mình sài wiffi vs 4g chạy như bay...!",5
"8 ngày sử mình xin đánh như sao pin tạm ổn tuy vào người sử dụng mức tiêu thụ pin sẽ khác nhau màng hình 6.7 inh to xem phim rất đã mắt màng hình giọt nước độc lạ giao diện đẹp chiến game khác tốt tình trạng giật lấy hầu như không có mình không phải là tính đồ chụp ảnh nên không quan tâm về camera cấu hình máy cao ram 6gb rom 128gb hỗ trợ thẻ nhớ tại có một số tập tin mình không muốn lưu bộ nhớ máy  và có hỗ trợ  jack tai nghe 3.5 minh mình thích tính năng quay video của a70 có thể cấm dây live xox ma2 nhận được nhạc khi quay video không như tính năng quay video của oppo cấm dây live xox ma2 vào không nhận thiết kế đẹp nhưng bám bạn tay nhiều nên dán keo hoặc sử dụng ốp lưng máy ích nóng vân tay và bảo mật khuôn mặt  tạm ổn có nhiều tính năng tiện ích nửa nhân viên thế giới di động ấp 5 xã long hòa huyện cần được tỉnh long an rất nhiệt tình vui tính nửa chứ tận tình hướng dẫn khách hàng tận tình  tư vấn tính năng máy cho khách cũng như chế độ bảo hành của máy được tham gia mini game do siêu thị tổ chức nhận được 1 phần quà tuy nhỏ nhưng mình rất vui còn được chụp hình với gái xinh nửa chứ sẽ còn ủng hộ dài dài nửa",5
"Máy xài rất ổn. Cho hỏi máy sạc tầm 1 tiếng đầy pin là do sạc nhanh thời gian nó như thế hay pin xó vấn đề ạ",4
"Minh mới mua con a70 này dc 3ngay cảm nhận pin khá ổn , cảm ứng ko loạn như mấy bạn mua trước đánh giá , chơi game cũng mượt mà lqmb  vào hơi khó khăn ko biết do lỗi máy hay do nph game .",4
"Tôi đã mua và đang sử dụng nói chung mọi thứ đều ok chỉ riêng mở khóa vân tay đúng là quá tệ. Mong rằng sẽ tốt hơn nếu nâng cấp lên phần mềm mới sau này",4
"Máy mới mua sài  rất mượt và ok nhân viên tư vấn nhiệt tình pin sài rất trâu 20% sài gần 2tieng mới hết sạc nhanh nói chung hợp với tầm giá ",5
"Máy mua về sài được mấy ngày thấy pin dùng lâu hết.chơi game mượt nghe nhạc loa lớn.",5
"mua gần một tháng máy chậy rất mượt cảm biến vân tay và nhận diện khuôn mặt rất ok. bin bền anh chụp rõ nét rất phù hợp chụp hình dành cho công việc room không nổ và mờ hình. nói chung rất đáng để mua.",5
"Tôi mua sắm a70 dc 2 tuân nối chung may khá ổn , chơi pubg chỉ lên đồ họa hd  va cao thôi , còn lqmb cũng  vậy ,nối chung 2 games  chên chơi ko rật lác gì cả . Pin thì bt  chơi game 6,5h coi fim hơn 10 h. Mơ khóa hơi tệ , tay sạch thì mơ ko dc , tay mà bận mơ phát dc liền chả hiểu tại sao , ...",4
"Mua máy về sử dụng được gần 2 tháng,nói chung tất cả mọi thứ đều ok,rất hài lòng,không biết tại sao lại có 1 số người lại đánh giá tệ còn A70 này,riêng mình thấy rất ok",4
"mình game thi tầm 4h là còn 30% mình chưa xài thử ko chơi game nên k biết co trâu ko mặc dù đã để màn hình thấp nhất có thể",4
"Mình đã mua a70, sau 1 tuần mình xin nhận xét như sau. Cấu hình máy khỏe, mượt, đa nhiệm tốt. PIN 4K5 dùng lâu hết. Nhận diện khuôn mặt rất nhanh.
Có điều là vân tay chưa được nhanh và nhậy, có thể là tay mình dính mồ hôi?
Nói chung là dùng rất thích
",5
"Mình thấy xài ok mà. Máy chạy mượt, do mình không chơi game, chỉ xài facebook, insta,...nên thấy ổn. Mở khóa bằng khuôn mặt cũng khá nhạy nữa, cảm biến vân tay thì chỉ cần giữ khoảng 2 giây là mở khóa đc, đâu đến mức chậm lắm đâu. Với lại cũng thích hệ đh one ui của ss, vừa đẹp, vừa thuận tiện cho người dùng, theo ý kiến chủ quan của mình thì nhìn nó sang hơn so với các máy khác đến từ china. Dù gì cũng là đồ của Hàn, về độ lâu dài chắc chắn sẽ tốt hơn những máy china trong cùng phân khúc.",5
"điện thoại đẹp.camera ok pin ổn.nhân viên bán hàng vui vẻ nhiệt tình.mọi thứ điều ok",5
"Mới mua được một ngày rưỡi nói chung dùng cũng được, nhưng không hiểu sao chơi liên quân cứ chạy đến 79 lại đứng máy chán ,nhân viên thế giới di động nhiệt tình chu đáo",4
"rất tốt nhưng cảm ứng vân tay chưa nhạy lắm pin rất bền chơi game mượt chỉ tiếc là màn hình tại thỏ không thích lắm",5
"Máy xài tốt ngon, pin khỏe bao xài cả ngày với các tác vụ nhẹ như lướt fb, duyệt web, chơi game nhẹ nhàng. Mua ngay hôm 14/7 còn gần 8tr. Nói chung đáng trong tầm giá",4
"Máy mượt chơi game rất tốt có điều vân tay hơi chậm lên xíu th có cấp sạc nhanh sạc tí là đầy pin ngay.Ms mua nên chưa bik tgian sau này ntn",5
"Mua máy dc 4 hôm r tất  đều ổn chiến game tốt PUBG , liên quân bản cập nhật mới chơi vẫn rất tốt . Pin ổn có thể xài đc cả ngày  . Tuy nhiên chiến game tốt mà FACEBOOK lướt có tý đã có dấu hiệu hơi khựng lại đi kéo trang lên xuống còn các ứng dụng khác đều tốt  có vẽ FACEBOOK vẫn chưa dc tối ưu kĩ hay s ấy ",4
"mới xài 3 ngày thấy tạm ổn..màn hình đẹp chơi game mượt..pin 4500 nhưng nhanh hết quá.",5
"Sản phẩm tốt mượt và đáng số tiền , mà minh thích màu trăng hơn. Nhân viên nhiệt tình ",5
"Mình mới mua dc 2 ngày . Xem tối đa công xuất. Nhưng pin  có thấy tụt j đâu. Dt màn hình 6,7 in thì phải hao chứ. Chơi game 4h liên tuc. Dọc báo hơn 10h nữa pin còn 30",4
"Đã sử dụng được 1 tuần. Cảm biến vân tay tốt,  nhấn 1-2 lần là được. Chụp hình đẹp nhưng chụp selfie ko đẹp lắm. Với nhu cầu ít nghe gọi, chỉ nghe nhạc,  xem phim,  lướt Web thông thường, chơi game offline thì có thể sử dụng đến 2 ngày mới sạc pin. Tối sạc đầy pin để đến tối hôm sau chỉ tụt 10% pin. Máy sạc nhanh. Nói chung là hài lòng với sản phẩm 😄",5
"Mọi thứ đều ổn, chỉ có Pin là yếu :((((
Lướt fb, xem youtube tí thì lại phải sạc hiccc",4
"Máy mới mua về xài cũng tốt . pin trâu nhưng tụt hơi nhanh. Vân tay cũng khá nhạy. Màn hình ổn. Nói chung là ok.",4
"Máy mới mua về xài cũng mượt, camera chụp đẹp. Chỉ có điều pin hơi tụt. Vân tay cũng khá nhạy. Nói chung Ok",4
"Sản phẩm tốt mới mua về tối hôm qua còn đang quá trình trãi nghiệm. Bạn Trang@ tư vấn rất nhiệt tình ",5
"Mình đã sử dụng A70 đươc 1 tháng máy sử dụng rất tốt vừa với giá tiền , không vấn đề và lỗi như mọi người nói . Ai có ý định mua thì mua đi , đừng xem những bình luận chê mà băn khoăn . Những người đó có ý đồ khác mới chê . ",5
"Cảm nhận của mình khi sử dụng A70 thật sự quá tốt mình cũng sợ lỗi này nó khi tham khảm nhiều ý kiến nhưng khi mua rồi thật sự không có gì để chê trách pin trâu màn đẹp xem phim chơi game rất thích đặc biệt viền bezel của máy rất mỏng ae nào còn lăng tăng hay vẫn tham khảm thì mình nói thật nên mua mà trải nghiệm mới biết được máy như thế nào đâu phải một máy lỗi là tất cả đều bị lỗi đâu riêng mình đánh giá e này rất tốt so với tầm tiền này bỏ ra nhé",5
"Sau 3 ngày. Máy ngon. Pin khỏe. Chụp hình đẹp. K có gì phải chê. Mỗi tội là màn hình hơi tối. Nhớ như a6 mà pin câu hình như a70 thì ngon",5
"Mới mua máy xong, cảm biến vân tay khá nhạy, không có hiện tượng bị loạn bàn phím, pin ngon sạc nhanh hơn 1h30 phút là đầy pin.",5
"Vừa mua máy xong. Sau khu test cảm biến vân tay thì đã tìm được mẹo mở trong 1 nốt nhạc.
Sau khi cập nhật phần mềm bản vá, vào tạo vân tay thì các bạn nên đặt ngón cái theo đúng vị trí mà các bạn sẽ đặt để mở khóa. Đừng đặt theo chiều thẳng đứng mà máy gợi ý. và tạo tối đa 3 vân tay. Đảm bảo mở liền.
Mua ở trà vinh, a nv tgdd dễ thương nhẹ nhàng lịch sự.
",5
"Màn hình phải nói đẹp hoàn hảo , loa ngoài bình thường . pin ngon sạc 2h đầy pin rồi cho cục sạc cổng c to c quá đã 😁😁😁 , còn cảm biến vân tay các bạn cài tối đa 3 dấu vân tay , các bạn cài ngón chính 3 dấu luôn nha , đảm bảo với các bạn nó nhận chính xác luôn , nhớ xoay ngón tay 360° là ok . mình ko thấy loạn cảm ứng gì hết . kkkk chơi pubg ngon . màn hình 20:9 đầu tiên luôn xem phim chiếu rạp bao phê . ",5
"Máy Ngon 
Sài đc 1 ngày thấy rất là đã 
Pin Trâu
Tuyệt Vời
Chơi Game Rất Mượt Nha 
Pubg,FF,Liên quân ngon lắm",5
"Mua gần 3tuần mọi thứ rất tuyệt vời pin khỏe . sạc nhanh màn hình đẹp. Cảm biến vân tay hơi kém. Khuôn mặt bình thường. ",5
"Mới mua được 4 ngày, sài cũng ok, pin k như mong muốn lắm , chụp hình ok, lướt mượt mà",4
"Vừa mua hôm nay. Bản màu trắng tai TGDĐ chợ Trần Quốc Toản Đồng Tháp, Khuyên các bạn mua máy về nên cập nhật ngay phiên bản mới của hệ điều hành android để sửa hết các lỗi về cảm ứng mình dùng cả ngày rồi chưa hề bị lỗi gì. Máy nhanh đẹp Pin trâu cực, dùng 7 tiếng liên tục sáng màn hình theo điều chỉnh tự động mà từ 90% pin giờ vẫn còn 35% pin. Mua máy được tặng Wallet Cover Chính Hãng Samsung rất đẹp. Sạc thì rất nhanh từ 10%->80% trong 45 phút 80->90 trong 35 phút. Pin mát chắc do pin Li Po sạc ít nóng hơn bạn Li ion. Màn hình xem phim khá đẹp nói chung ổn với mình.",5
"Pin ok. Sạc nhanh.chay mượt.màn hình to. Luot web sướng. đúng tầm tiền . Trung bình khá .",5
"Ấn tượng +cảm thấy rất hài lòng khi mua sản phẩm tại thegioididong.com,sau khi mua về sản phẩm A70 đc khoảng 10 ngày,máy bị lỗi k nhận đc khuôn mặt +vân tay.tôi đã ghé lại cửa hàng1-2 lần và lần thứ 3 đc a KTV tên Quân kiểm tra máy...sau 1 time kiểm tra máy đúng là bị lỗi và đc a KTV này đổi máy....và tư vấn.... Điều ấn tượng nhất là Thái Độ giao tiếp +chăm sóc khách hàng,những thái độ phục vụ khách hàng,những câu nói làm cho tôi rất hài lòng,time bỏ ra ngồi và đợi cảm thấy hài lòng .thegioididong.com nên phát huy thêm và đào tạo thêm thật nhiều người giỏi về kỹ thuật +giao tiếp +chăm sóc khách hàng như a.Quân này.(2 nhân viên trước đó 1-2 ngày tôi đến phục vụ cũng đc,chưa thiết phục khách hài lòng) .Xin cảm ơn Ban GĐ thegioididong.com đã đào tạo ra những con người như a đó.",5
"Máy mới mua về sử dụng đc 15 ngày.mọi thứ Tốt và nhanh.pin 8% sạc 2h đầy pin.xử lý nhanh.chỉ có nhận dạng khuôn mặt +vân tay sử dụng đc ko nhanh như đt Oppo hay Xixaomi...Cảm thấy đáng vs đồng tiền... Hy vọng sử dụng ok....",5
"Sau hơn 1 tuần sd, cấu hình máy 6G ram nhưng còn trống khoảng hơn 1G mặc dù chưa cài đặt thêm ứng dụng. Mở khóa bằng khuôn mặt thì nhạy đến nổi mắt nhắm, mắt mở, hoặc mang kính đen vẫn mở khóa, độ nhạy cảm ứng tốt, pin dùng hơn 2 ngày do mình ít xem YT,zalo, fb. Camera chụp đẹp, camera trước Ọk, flash màn hình chụp đẹp, chụp đêm rổ nét
",5
"xài hơn 1 tháng thì thấy cảm biến vân tay vs nhận diện khuôn mặt chưa đk ok lắm còn những thứ khác thì ok",5
"Mình mới mua khoảng 2 ngày, pin cực trâu, cảm ứng có loạn 1 tí, mọi thứ cực nhạy, game chạy cực mượt không bị nóng, đáng giá tiền lắm ",5
"ngoại trừ vân tay, cảm ứng loạn tý lúc nhắn tin hơi khó chịu thì mọi thứ ổn, Pin xài lâu, test vài game như Pubg, alpha 8 9 thì mượt và ko nóng máy mặc dù ngồi trong môi trường ko khá mát mẻ. ",5
"quá tuyệt vời pin trâu chơi lq mượt sac nhanh chụp hình full đẹp bắt wifi nhanh tuy diện tích màng hình lớn nhưng cầm rất vừa tay nói chung là rất tốt hihi",5
"Test được 1 tuần xong đi du lịch . Máy pin cực trâu đối với người làm việc với điện thoại nhiều như mình . Màng hình cài chế độ đêm rất đẹp camara thì bít chách chụp mới ra nhu8ng tam hình đẹp và sắc nét . Mang hình chơi liên quân không loạn gì  sạc thì tầm 1.5h nói chung là rất ok  theo cảm nhận của mình mình đã trải nhiệm sau kỳ du lịch . Đừng nghe nhưng người chưa sài mà la la lên là samsung thua đồ tàu..... ",5
"Đã mua và sử dụng. Ngon tuyệt vời!! 5 sao cho A70. Máy ko hề bị loạn cảm ứng như những người khác nói. Camera thì đẹp tuyệt. Pin trâu nữa. Chỉ có mỗi vân tay ko dc nhạy cho lắm. Nhưng v là ổn r vì còn có bảo mật khuôn mặt rất tốt. 5 sao cho máy",5
